Date,Close
9/28/2017,4869.81
9/29/2017,4887.97
10/2/2017,4906.92
10/3/2017,4917.73
10/4/2017,4924.19
10/5/2017,4952.85
10/6/2017,4949.09
10/9/2017,4940.16
10/10/2017,4951.77
10/11/2017,4960.79
10/12/2017,4952.85
10/13/2017,4957.27
10/16/2017,4966.05
10/17/2017,4969.38
10/18/2017,4973.28
10/19/2017,4975.32
10/20/2017,5001.11
10/23/2017,4981.37
10/24/2017,4989.56
10/25/2017,4966.29
10/26/2017,4972.6
10/27/2017,5012.75
10/30/2017,4997.15
10/31/2017,5002.03
11/1/2017,5009.99
11/2/2017,5011.48
11/3/2017,5027.49
11/6/2017,5034.3
11/7/2017,5033.38
11/8/2017,5040.74
11/9/2017,5023.01
11/10/2017,5020.31
11/13/2017,5025.36
11/14/2017,5014.53
11/15/2017,4987.96
11/16/2017,5030.48
11/17/2017,5017.45
11/20/2017,5024.01
11/21/2017,5056.95
11/22/2017,5053.6
11/24/2017,5064.23
11/27/2017,5062.85
11/28/2017,5112.91
11/29/2017,5111.68
11/30/2017,5155.44
12/1/2017,5145.21
12/4/2017,5139.91
12/5/2017,5120.92
12/6/2017,5120.46
12/7/2017,5136.37
12/8/2017,5165.19
12/11/2017,5181.75
12/12/2017,5189.96
12/13/2017,5187.68
12/14/2017,5167.45
12/15/2017,5214.1
12/18/2017,5242.28
12/19/2017,5225.43
12/20/2017,5221.79
12/21/2017,5232.16
12/22/2017,5229.79
12/26/2017,5224.51
12/27/2017,5229.01
12/28/2017,5239.59
12/29/2017,5212.76
1/2/2018,5256.28
1/3/2018,5289.92
1/4/2018,5312.33
1/5/2018,5349.69
1/8/2018,5358.68
1/9/2018,5367.26
1/10/2018,5361.33
1/11/2018,5399.46
1/12/2018,5435.92
1/16/2018,5416.86
1/17/2018,5467.85
1/18/2018,5459.5
1/19/2018,5483.57
1/22/2018,5527.89
1/23/2018,5540.13
1/24/2018,5537.03
1/25/2018,5540.38
1/26/2018,5606.08
1/29/2018,5568.67
1/30/2018,5508.36
1/31/2018,5511.21
2/1/2018,5508.7
2/2/2018,5392.21
2/5/2018,5171.26
2/6/2018,5262.02
2/7/2018,5235.84
